baseline_name,ranking_events,total_candidates,matched_candidates,score_coverage_rate,fully_scored_event_rate,missing_score,score_rows_loaded
rlmrec_official_qwen3base_graphcl,10000,1010000,1010000,1.0,1.0,-1000000000000.0,1010000
