baseline_name,domain,comparison_scope,task,status_label,artifact_class,ranking_input_path,scores_path,prediction_path,fairness_policy_id,comparison_variant,implementation_status,provenance_path,official_fairness_checked,candidate_key_count,score_key_count,duplicate_score_key_count,blank_score_key_rows,invalid_score_rows,missing_candidate_score_keys,extra_score_keys,ranking_events,total_candidates,matched_candidates,score_coverage_rate,fully_scored_event_rate,missing_score,score_rows_loaded,sample_count,parse_success_rate,avg_latency,avg_confidence,avg_candidates,MRR,out_of_candidate_rate,HR@5,NDCG@5,coverage@5,head_exposure_ratio@5,longtail_coverage@5,HR@10,NDCG@10,coverage@10,head_exposure_ratio@10,longtail_coverage@10,HR@20,NDCG@20,coverage@20,head_exposure_ratio@20,longtail_coverage@20
elmrec_official_qwen3base_graph,beauty,week8_same_candidate_external_baseline,candidate_ranking,same_schema_external_baseline,completed_result,outputs/baselines/external_tasks/beauty_supplementary_smallerN_100neg_test_same_candidate/ranking_test.jsonl,outputs/baselines/official_adapters/beauty_supplementary_smallerN_100neg_elmrec_official/elmrec_official_scores.csv,outputs/beauty_supplementary_smallerN_100neg_elmrec_official_qwen3base_graph_same_candidate/predictions/rank_predictions.jsonl,official_code_qwen3base_default_hparams_declared_adaptation_v1,official_code_qwen3base_default_hparams_declared_adaptation,official_completed,outputs/baselines/official_adapters/beauty_supplementary_smallerN_100neg_elmrec_official/fairness_provenance.json,True,98273,98273,0,0,0,0,0,973,98273,98273,1.0,1.0,-1000000000000.0,98273,973,1.0,0.0,-1.0,101.0,0.08087096097942494,0.0,0.08530318602261049,0.060027758599836036,0.8918918918918919,0.32415210688591983,0.8122362869198312,0.14388489208633093,0.0789458768007444,0.9864864864864865,0.3369989722507708,0.9704641350210971,0.23227132579650564,0.10104580780312636,0.9991554054054054,0.34023638232271325,0.9978902953586498
